ingredient_name,quantity,expiry_date,category,daily_consumption,supplier,wastage_history,storage_type,days_to_expiry,stock_duration_days,waste_risk_ratio,is_waste_risk
Fish Fillet,1.97,2026-06-07,Meat,1.65,Metro Wholesale,2.88,Frozen,7.0,1.193939393939394,0.17056277056277058,0
Prawns,39.71,2026-05-30,Meat,5.73,Local Mandi,2.63,Frozen,-1.0,6.930191972076789,-6.930191972076789,1
Cream,12.26,2026-05-31,Dairy,7.94,AgroFresh,1.07,Refrigerated,0.0,1.544080604534005,15.440806045340048,1
Cheese,27.1,2026-06-04,Dairy,4.31,Metro Wholesale,3.1,Refrigerated,4.0,6.2877030162413,1.571925754060325,1
Milk,5.0,2026-06-07,Dairy,4.31,AgroFresh,3.71,Refrigerated,7.0,1.160092807424594,0.16572754391779915,0
Cheese,23.05,2026-06-01,Dairy,0.72,DairyCo,1.06,Refrigerated,1.0,32.01388888888889,32.01388888888889,1
Mushroom,28.71,2026-06-03,Produce,9.4,Local Mandi,3.73,Refrigerated,3.0,3.054255319148936,1.0180851063829788,1
Beef,40.5,2026-06-01,Meat,2.52,Local Mandi,1.27,Frozen,1.0,16.071428571428573,16.071428571428573,1
Pasta,14.15,2027-04-24,Dry Pantry,4.31,AgroFresh,1.04,Ambient,328.0,3.283062645011601,0.010009337332352443,0
Rice,1.52,2027-03-18,Dry Pantry,2.96,DairyCo,2.79,Ambient,291.0,0.5135135135135135,0.0017646512491873315,0
Cream,7.94,2026-06-05,Dairy,6.71,DairyCo,0.23,Refrigerated,5.0,1.1833084947839048,0.23666169895678096,0
Milk,6.59,2026-06-03,Dairy,4.77,AgroFresh,2.62,Refrigerated,3.0,1.3815513626834381,0.4605171208944794,0
Prawns,7.46,2026-06-06,Produce,3.51,Prime Meats,0.71,Frozen,6.0,2.1253561253561255,0.35422602089268757,0
Flour,34.8,2026-07-21,Dry Pantry,3.84,Local Mandi,3.07,Ambient,51.0,9.0625,0.17769607843137256,0
Carrots,5.0,2026-06-14,Produce,3.93,Prime Meats,4.41,Refrigerated,14.0,1.272264631043257,0.09087604507451837,0
Lentils,31.7,2026-09-05,Dry Pantry,1.62,Metro Wholesale,0.02,Ambient,97.0,19.5679012345679,0.20173094056255567,0
Cream,45.35,2026-06-01,Dairy,2.64,AgroFresh,0.5,Refrigerated,1.0,17.1780303030303,17.1780303030303,1
Pasta,11.28,2027-05-29,Dry Pantry,8.06,Local Mandi,2.52,Ambient,363.0,1.3995037220843671,0.003855382154502389,0
Milk,5.0,2026-06-06,Dairy,6.05,Local Mandi,1.56,Refrigerated,6.0,0.8264462809917356,0.13774104683195593,0
Bell Peppers,5.89,,Produce,3.06,DairyCo,2.16,Refrigerated,7.0,1.9248366013071894,0.2749766573295985,0
Flour,26.04,2026-11-24,Produce,8.07,AgroFresh,4.63,Ambient,177.0,3.2267657992565053,0.018230315250036752,0
Chicken Breast,32.47,2026-05-30,Meat,7.68,AgroFresh,0.84,Frozen,-1.0,4.227864583333333,-4.227864583333333,1
Chicken Breast,41.13,2026-06-04,Meat,8.06,Prime Meats,0.7,Frozen,4.0,5.102977667493796,1.275744416873449,1
Yogurt,47.51,2026-06-03,Dairy,2.64,Prime Meats,3.28,Refrigerated,3.0,17.99621212121212,5.998737373737374,1
Fish Fillet,38.4,2026-06-05,Meat,5.14,Prime Meats,0.84,Frozen,5.0,7.470817120622568,1.4941634241245136,1
Salt,41.02,2026-09-16,Dry Pantry,1.19,AgroFresh,2.3,Ambient,108.0,34.47058823529412,0.3191721132897604,0
Beef,3.59,2026-05-29,Dairy,5.61,Prime Meats,2.27,Frozen,-2.0,0.6399286987522281,-0.31996434937611407,1
Cream,33.45,2026-06-09,Dairy,9.44,Metro Wholesale,1.26,Refrigerated,9.0,3.543432203389831,0.39371468926553677,0
Sugar,21.61,2027-03-28,Dairy,8.81,Prime Meats,1.15,Ambient,301.0,2.452894438138479,0.008149150957270694,0
Carrots,16.86,2026-05-31,Produce,2.16,Metro Wholesale,3.71,Refrigerated,0.0,7.8055555555555545,78.05555555555554,1
Mutton,5.81,2026-06-01,Meat,7.51,Prime Meats,4.46,Frozen,1.0,0.7736351531291611,0.7736351531291611,1
Lentils,34.55,2026-08-26,Dry Pantry,5.97,Prime Meats,2.12,Ambient,87.0,5.7872696817420435,0.06652034116944877,0
Beef,40.6,2026-06-05,Meat,5.61,Prime Meats,2.18,Frozen,5.0,7.237076648841355,1.447415329768271,1
Cheese,26.12,2026-06-04,Dairy,5.15,Prime Meats,1.34,Refrigerated,4.0,5.0718446601941745,1.2679611650485436,1
Cream,22.63,2026-06-04,Dairy,2.58,AgroFresh,3.68,Refrigerated,4.0,8.771317829457363,2.1928294573643408,1
Cream,44.12,2026-05-31,Dairy,7.41,Prime Meats,4.6,Refrigerated,0.0,5.954116059379217,59.54116059379217,1
Cream,24.81,2026-05-30,Dairy,0.69,Local Mandi,3.01,Refrigerated,-1.0,35.95652173913044,-35.95652173913044,1
Cheese,2.21,2026-06-01,Dairy,6.37,Prime Meats,1.79,Refrigerated,1.0,0.3469387755102041,0.3469387755102041,1
Salt,15.64,2026-07-26,Dry Pantry,3.92,Metro Wholesale,4.87,Ambient,56.0,3.989795918367347,0.0712463556851312,0
Fish Fillet,18.22,2026-06-06,Meat,9.79,AgroFresh,1.08,Frozen,6.0,1.8610827374872319,0.310180456247872,0
Prawns,14.25,2026-06-07,Meat,0.75,Metro Wholesale,0.15,Frozen,7.0,19.0,2.7142857142857144,1
Onions,42.93,,Produce,0.71,DairyCo,2.56,Refrigerated,7.0,60.46478873239437,8.637826961770624,1
Cheese,10.83,2026-06-02,Dairy,5.86,DairyCo,1.21,Refrigerated,2.0,1.8481228668941978,0.9240614334470989,0
Spinach,32.09,2026-06-07,Produce,0.54,Metro Wholesale,3.81,Refrigerated,7.0,59.42592592592593,8.48941798941799,1
Potatoes,38.9,2026-06-03,Produce,7.65,Metro Wholesale,0.34,Refrigerated,3.0,5.084967320261438,1.6949891067538125,1
Yogurt,5.68,2026-06-04,Dairy,1.77,AgroFresh,2.96,Refrigerated,4.0,3.2090395480225986,0.8022598870056497,0
Prawns,44.9,2026-06-07,Produce,9.71,Metro Wholesale,4.0,Frozen,7.0,4.6240988671472705,0.66058555244961,0
Salt,27.03,2026-12-09,Dry Pantry,5.81,Prime Meats,3.06,Ambient,192.0,4.652323580034424,0.02423085197934596,0
Beef,32.31,2026-06-01,Meat,1.23,Metro Wholesale,3.82,Frozen,1.0,26.26829268292683,26.26829268292683,1
Butter,44.78,2026-05-29,Dairy,3.66,Local Mandi,2.13,Refrigerated,-2.0,12.234972677595628,-6.117486338797814,1
Rice,42.47,2026-09-10,Dry Pantry,5.25,Local Mandi,2.7,Ambient,102.0,8.08952380952381,0.07930905695611579,0
Beef,27.78,2026-06-01,Meat,6.23,Local Mandi,2.24,Frozen,1.0,4.459069020866774,4.459069020866774,1
Rice,27.82,2026-09-16,Dry Pantry,5.01,Metro Wholesale,3.48,Ambient,108.0,5.552894211576847,0.05141568714423007,0
Mushroom,22.27,2026-06-07,Produce,0.64,DairyCo,0.6,Refrigerated,7.0,34.796875,4.970982142857143,1
Onions,48.53,2026-06-07,Produce,4.68,DairyCo,0.28,Refrigerated,7.0,10.369658119658121,1.4813797313797317,1
Cheese,12.93,2026-06-07,Dairy,1.7,Metro Wholesale,0.34,Refrigerated,7.0,7.605882352941176,1.0865546218487394,1
Milk,12.22,2026-06-07,Dairy,6.91,DairyCo,4.75,Refrigerated,7.0,1.768451519536903,0.25263593136241475,0
Cheese,47.82,2026-06-05,Dairy,3.01,AgroFresh,2.46,Refrigerated,5.0,15.887043189368772,3.1774086378737545,1
Prawns,10.74,2026-06-03,Meat,6.93,Metro Wholesale,3.89,Frozen,3.0,1.54978354978355,0.5165945165945166,0
Pasta,17.7,2026-12-13,Dry Pantry,4.02,DairyCo,2.98,Ambient,196.0,4.402985074626866,0.022464209564422785,0
Beef,2.97,2026-06-05,Meat,7.68,DairyCo,3.26,Frozen,5.0,0.38671875000000006,0.07734375000000002,0
Fish Fillet,28.94,,Meat,9.18,Prime Meats,3.59,Frozen,3.0,3.1525054466230937,1.0508351488743646,1
Milk,14.42,,Dairy,7.7,Local Mandi,2.77,Refrigerated,4.0,1.8727272727272726,0.46818181818181814,0
Carrots,5.76,2026-06-11,Produce,7.39,Metro Wholesale,0.97,Refrigerated,11.0,0.7794316644113667,0.07085742403739698,0
Spices,18.09,2027-02-23,Dry Pantry,2.89,Local Mandi,3.39,Ambient,268.0,6.259515570934256,0.023356401384083045,0
Salt,43.64,2027-04-22,Dry Pantry,5.6,Metro Wholesale,4.62,Ambient,326.0,7.792857142857144,0.023904469763365473,0
Cream,37.83,2026-06-10,Dairy,7.79,Prime Meats,1.01,Refrigerated,10.0,4.856225930680359,0.4856225930680359,0
Prawns,35.18,2026-06-02,Meat,0.7,Metro Wholesale,2.35,Frozen,2.0,50.25714285714286,25.12857142857143,1
Potatoes,23.13,2026-06-09,Produce,2.67,Prime Meats,1.99,Refrigerated,9.0,8.662921348314606,0.9625468164794007,0
Spices,8.33,2027-02-28,Dry Pantry,1.41,DairyCo,3.0,Ambient,273.0,5.907801418439717,0.02164029823604292,0
Mutton,7.86,2026-05-31,Meat,5.69,DairyCo,4.95,Frozen,0.0,1.3813708260105448,13.813708260105448,1
Prawns,27.16,2026-06-05,Meat,8.43,AgroFresh,0.19,Frozen,5.0,3.2218268090154214,0.6443653618030842,0
Prawns,16.49,2026-05-30,Meat,7.64,AgroFresh,2.29,Frozen,-1.0,2.1583769633507854,-2.1583769633507854,1
Mutton,29.45,2026-05-29,Meat,9.84,AgroFresh,2.98,Frozen,-2.0,2.9928861788617884,-1.4964430894308942,1
Prawns,25.04,2026-06-04,Meat,3.88,Prime Meats,0.93,Frozen,4.0,6.453608247422681,1.6134020618556701,1
Lentils,33.47,2027-04-07,Dry Pantry,4.3,AgroFresh,2.27,Ambient,311.0,7.783720930232558,0.025028041576310476,0
Bell Peppers,33.22,2026-06-08,Produce,5.8,AgroFresh,2.35,Refrigerated,8.0,5.727586206896552,0.715948275862069,0
Prawns,30.28,2026-06-05,Meat,8.51,Local Mandi,2.68,Frozen,5.0,3.558166862514689,0.7116333725029378,0
Pasta,13.91,2027-04-14,Dry Pantry,8.45,AgroFresh,0.76,Ambient,318.0,1.6461538461538463,0.005176584421867441,0
Fish Fillet,43.35,,Meat,4.94,Local Mandi,2.74,Frozen,3.0,8.775303643724696,2.9251012145748985,1
Butter,20.2,2026-06-07,Dairy,7.19,Prime Meats,3.08,Refrigerated,7.0,2.8094575799721833,0.40135108285316906,0
Spinach,9.5,2026-06-09,Produce,6.13,Local Mandi,0.99,Refrigerated,9.0,1.5497553017944536,0.17219503353271706,0
Mushroom,28.51,2026-06-12,Produce,3.0,DairyCo,2.0,Refrigerated,12.0,9.503333333333334,0.7919444444444445,0
Bell Peppers,2.93,2026-06-09,Produce,3.26,Prime Meats,3.69,Refrigerated,9.0,0.8987730061349695,0.09986366734832994,0
Beef,33.31,2026-05-31,Meat,7.09,DairyCo,2.83,Frozen,0.0,4.698166431593794,46.98166431593794,1
Potatoes,33.8,2026-06-05,Produce,5.86,Prime Meats,3.5,Refrigerated,5.0,5.767918088737201,1.1535836177474401,1
Milk,19.66,2026-05-29,Dairy,1.0,Metro Wholesale,1.33,Refrigerated,-2.0,19.66,-9.83,1
Spices,10.67,2026-07-18,Dry Pantry,3.36,DairyCo,1.67,Ambient,48.0,3.175595238095238,0.06615823412698413,0
Spinach,43.87,2026-06-07,Produce,0.81,Local Mandi,4.31,Refrigerated,7.0,54.16049382716049,7.7372134038800695,1
Beef,5.0,2026-06-01,Meat,9.98,DairyCo,3.8,Frozen,1.0,0.501002004008016,0.501002004008016,1
Cheese,1.07,2026-06-09,Dairy,6.74,Local Mandi,0.52,Refrigerated,9.0,0.15875370919881307,0.01763930102209034,0
Mushroom,8.04,2026-06-10,Produce,4.58,Metro Wholesale,2.85,Refrigerated,10.0,1.7554585152838427,0.17554585152838426,0
Yogurt,30.21,2026-05-30,Dairy,3.59,Prime Meats,0.88,Refrigerated,-1.0,8.415041782729805,-8.415041782729805,1
Paneer,11.94,2026-05-29,Dairy,5.4,Prime Meats,0.34,Refrigerated,-2.0,2.211111111111111,-1.1055555555555554,1
Pasta,45.52,2027-04-27,Dry Pantry,3.32,Prime Meats,1.53,Ambient,331.0,13.710843373493978,0.04142248753321443,0
Prawns,18.89,2026-06-01,Meat,9.35,DairyCo,4.99,Frozen,1.0,2.0203208556149734,2.0203208556149734,1
Pasta,22.02,2026-07-02,Dry Pantry,5.04,AgroFresh,2.67,Ambient,32.0,4.369047619047619,0.13653273809523808,0
Fish Fillet,7.69,2026-06-04,Meat,2.0,Prime Meats,3.25,Frozen,4.0,3.845,0.96125,0
Prawns,49.74,,Meat,5.54,DairyCo,3.03,Frozen,3.0,8.978339350180505,2.9927797833935017,1
Cream,46.35,2026-06-07,Dairy,9.04,AgroFresh,0.9,Refrigerated,7.0,5.1272123893805315,0.7324589127686474,0
Rice,15.77,2026-08-02,Dry Pantry,6.45,AgroFresh,3.39,Ambient,63.0,2.4449612403100773,0.038808908576350436,0
Bell Peppers,10.76,2026-06-06,Produce,0.73,Prime Meats,3.06,Refrigerated,6.0,14.73972602739726,2.4566210045662102,1
Beef,12.08,2026-06-06,Meat,4.58,DairyCo,3.07,Frozen,6.0,2.6375545851528384,0.4395924308588064,0
Beef,13.95,2026-06-02,Meat,2.03,AgroFresh,1.65,Frozen,2.0,6.87192118226601,3.435960591133005,1
Sugar,46.39,2026-11-03,Dry Pantry,0.7,DairyCo,1.52,Ambient,156.0,66.27142857142857,0.4248168498168498,0
Mushroom,2.44,2026-06-12,Produce,3.53,Prime Meats,1.52,Refrigerated,12.0,0.6912181303116147,0.05760151085930123,0
Rice,43.12,2026-11-08,Dry Pantry,3.52,AgroFresh,0.57,Ambient,161.0,12.25,0.07608695652173914,0
Potatoes,35.87,,Produce,6.52,Local Mandi,1.8,Refrigerated,7.0,5.501533742331288,0.7859333917616126,0
Lentils,26.14,,Dry Pantry,7.62,AgroFresh,0.71,Ambient,220.0,3.4304461942257216,0.015592937246480552,0
Mushroom,32.99,2026-05-30,Produce,6.22,Prime Meats,0.27,Refrigerated,-1.0,5.303858520900322,-5.303858520900322,1
Cheese,16.88,2026-06-09,Dairy,6.66,Metro Wholesale,3.59,Refrigerated,9.0,2.5345345345345343,0.28161494828161493,0
Sugar,22.99,2026-10-07,Dry Pantry,0.55,Local Mandi,0.41,Ambient,129.0,41.8,0.32403100775193794,0
Sugar,34.47,2027-04-24,Dry Pantry,5.23,Metro Wholesale,1.16,Ambient,328.0,6.590822179732313,0.02009397006015949,0
Tomatoes,7.72,2026-06-13,Produce,8.16,DairyCo,4.65,Refrigerated,13.0,0.946078431372549,0.07277526395173453,0
Mutton,26.73,2026-06-03,Meat,2.16,AgroFresh,3.89,Frozen,3.0,12.375,4.125,1
Rice,6.99,2026-07-22,Dry Pantry,3.81,Prime Meats,2.41,Ambient,52.0,1.8346456692913387,0.0352816474863719,0
Mushroom,15.46,2026-06-14,Produce,4.41,AgroFresh,0.44,Refrigerated,14.0,3.505668934240363,0.2504049238743116,0
Bell Peppers,25.71,2026-06-02,Produce,3.09,Local Mandi,0.81,Refrigerated,2.0,8.320388349514564,4.160194174757282,1
Chicken Breast,19.31,2026-06-04,Meat,9.45,DairyCo,0.51,Frozen,4.0,2.0433862433862435,0.5108465608465609,0
Yogurt,29.37,2026-06-01,Dairy,7.81,AgroFresh,2.76,Refrigerated,1.0,3.7605633802816905,3.7605633802816905,1
Salt,49.08,2026-07-14,Dry Pantry,5.59,AgroFresh,4.39,Ambient,44.0,8.779964221824686,0.1995446414051065,0
Cheese,42.65,2026-06-07,Dairy,4.32,Prime Meats,1.17,Refrigerated,7.0,9.872685185185183,1.4103835978835977,1
Mushroom,15.23,2026-06-02,Produce,2.34,AgroFresh,2.32,Refrigerated,2.0,6.508547008547009,3.2542735042735047,1
Milk,49.32,2026-06-02,Dairy,4.98,Prime Meats,0.9,Refrigerated,2.0,9.903614457831324,4.951807228915662,1
Butter,44.94,2026-05-30,Dairy,6.88,Prime Meats,4.72,Refrigerated,-1.0,6.531976744186046,-6.531976744186046,1
Sugar,11.86,2027-03-23,Dry Pantry,6.34,Local Mandi,2.29,Ambient,296.0,1.8706624605678233,0.00631980561002643,0
Fish Fillet,10.46,2026-05-30,Meat,0.73,AgroFresh,4.69,Frozen,-1.0,14.328767123287673,-14.328767123287673,1
Spinach,43.02,,Produce,1.87,AgroFresh,2.81,Refrigerated,7.0,23.005347593582886,3.286478227654698,1
Sugar,32.31,2027-05-17,Dry Pantry,5.23,DairyCo,1.45,Ambient,351.0,6.177820267686425,0.01760062754326617,0
Onions,23.11,2026-05-31,Produce,8.09,Local Mandi,0.1,Refrigerated,0.0,2.8566131025957975,28.566131025957972,1
Beef,25.04,2026-06-02,Meat,8.32,DairyCo,1.52,Frozen,2.0,3.0096153846153846,1.5048076923076923,1
Bell Peppers,48.36,2026-06-11,Produce,8.67,DairyCo,1.83,Refrigerated,11.0,5.577854671280277,0.5070776973891161,0
Carrots,40.24,2026-06-08,Produce,2.63,Local Mandi,2.12,Refrigerated,8.0,15.300380228136884,1.9125475285171105,1
Mutton,22.78,2026-05-29,Meat,2.6,Local Mandi,3.4,Frozen,-2.0,8.761538461538462,-4.380769230769231,1
Cream,36.95,2026-06-03,Dairy,2.65,Local Mandi,0.64,Refrigerated,3.0,13.943396226415096,4.647798742138366,1
Carrots,42.19,2026-06-04,Produce,3.17,DairyCo,2.82,Refrigerated,4.0,13.309148264984227,3.3272870662460567,1
Chicken Breast,15.57,2026-06-01,Meat,5.95,DairyCo,3.71,Frozen,1.0,2.6168067226890757,2.6168067226890757,1
Cream,19.51,2026-06-02,Produce,7.38,AgroFresh,2.43,Refrigerated,2.0,2.6436314363143634,1.3218157181571817,1
Carrots,31.64,2026-06-12,Dairy,2.2,AgroFresh,3.83,Refrigerated,12.0,14.381818181818181,1.1984848484848485,1
Butter,26.23,2026-06-01,Dairy,1.17,Prime Meats,2.96,Refrigerated,1.0,22.41880341880342,22.41880341880342,1
Mushroom,12.1,2026-06-03,Produce,1.69,AgroFresh,2.12,Refrigerated,3.0,7.159763313609467,2.3865877712031556,1
Salt,4.2,2026-09-04,Dry Pantry,1.87,Metro Wholesale,0.96,Ambient,96.0,2.2459893048128343,0.02339572192513369,0
Mutton,42.72,2026-06-05,Meat,9.7,Metro Wholesale,3.64,Frozen,5.0,4.4041237113402065,0.8808247422680413,0
Butter,17.61,,Dairy,2.74,DairyCo,2.83,Refrigerated,4.0,6.427007299270072,1.606751824817518,1
Butter,33.07,2026-06-03,Dairy,7.03,Prime Meats,1.81,Refrigerated,3.0,4.704125177809388,1.5680417259364627,1
Potatoes,2.21,2026-06-09,Produce,7.5,Prime Meats,4.01,Refrigerated,9.0,0.2946666666666667,0.032740740740740744,0
Lentils,15.05,2026-11-13,Dry Pantry,2.13,Local Mandi,3.58,Ambient,166.0,7.065727699530517,0.04256462469596697,0
Mushroom,31.85,2026-06-12,Produce,2.53,AgroFresh,1.03,Refrigerated,12.0,12.588932806324113,1.0490777338603428,1
Chicken Breast,2.03,2026-06-04,Meat,6.94,AgroFresh,1.69,Frozen,4.0,0.292507204610951,0.07312680115273774,0
Butter,48.94,2026-06-09,Dairy,7.72,AgroFresh,2.22,Refrigerated,9.0,6.339378238341969,0.7043753598157744,0
Chicken Breast,38.18,2026-06-04,Meat,2.02,Local Mandi,1.39,Frozen,4.0,18.9009900990099,4.725247524752475,1
Beef,35.01,2026-05-30,Meat,2.14,DairyCo,4.18,Frozen,-1.0,16.359813084112147,-16.359813084112147,1
Rice,15.48,2026-08-12,Dry Pantry,9.25,AgroFresh,4.16,Ambient,73.0,1.6735135135135135,0.02292484265087005,0
Butter,7.56,2026-06-03,Dairy,3.01,Prime Meats,1.83,Refrigerated,3.0,2.511627906976744,0.8372093023255814,0
Fish Fillet,34.54,2026-06-03,Meat,5.08,Local Mandi,3.2,Frozen,3.0,6.799212598425196,2.2664041994750654,1
Cheese,39.2,2026-06-04,Dairy,3.85,Prime Meats,2.93,Refrigerated,4.0,10.181818181818182,2.5454545454545454,1
Flour,10.01,2026-10-28,Dry Pantry,0.72,Local Mandi,4.7,Ambient,150.0,13.902777777777779,0.09268518518518519,0
Bell Peppers,23.77,2026-06-11,Produce,6.3,Local Mandi,0.14,Refrigerated,11.0,3.773015873015873,0.343001443001443,0
Spices,42.15,2027-01-05,Dry Pantry,9.19,Local Mandi,2.07,Ambient,219.0,4.586507072905332,0.020942954670800602,0
Prawns,29.86,2026-05-29,Meat,5.17,Local Mandi,2.19,Frozen,-2.0,5.775628626692456,-2.887814313346228,1
Chicken Breast,38.28,2026-06-07,Meat,5.84,DairyCo,4.71,Frozen,7.0,6.554794520547945,0.9363992172211351,0
Pasta,41.04,2027-02-12,Dry Pantry,1.25,DairyCo,2.24,Ambient,257.0,32.832,0.1277509727626459,0
Onions,19.77,2026-06-05,Produce,1.95,AgroFresh,2.07,Refrigerated,5.0,10.138461538461538,2.0276923076923077,1
Carrots,19.46,2026-06-04,Produce,2.04,Prime Meats,0.22,Refrigerated,4.0,9.53921568627451,2.3848039215686274,1
Spinach,32.93,2026-05-30,Produce,5.38,Prime Meats,4.56,Refrigerated,-1.0,6.120817843866171,-6.120817843866171,1
Butter,42.51,2026-06-09,Dairy,1.38,Metro Wholesale,0.26,Refrigerated,9.0,30.804347826086957,3.422705314009662,1
Spices,28.88,2027-05-08,Dry Pantry,4.66,Prime Meats,3.9,Ambient,342.0,6.197424892703863,0.018121125417262757,0
Potatoes,31.19,2026-06-05,Produce,4.7,AgroFresh,4.48,Refrigerated,5.0,6.636170212765958,1.3272340425531914,1
Bell Peppers,1.17,2026-06-08,Produce,0.72,Prime Meats,3.37,Refrigerated,8.0,1.625,0.203125,0
Fish Fillet,8.77,2026-06-06,Meat,7.42,DairyCo,0.61,Frozen,6.0,1.1819407008086253,0.19699011680143755,0
Lentils,16.73,2026-09-20,Dry Pantry,1.49,Local Mandi,2.06,Ambient,112.0,11.228187919463087,0.100251677852349,0
Lentils,19.77,2027-05-07,Dry Pantry,5.11,Prime Meats,0.19,Ambient,341.0,3.8688845401174166,0.011345702463687438,0
Spices,27.31,2027-01-27,Dry Pantry,3.68,AgroFresh,4.18,Ambient,241.0,7.421195652173912,0.030793342955078472,0
Paneer,37.29,2026-06-01,Dairy,4.32,DairyCo,1.09,Refrigerated,1.0,8.631944444444443,8.631944444444443,1
Salt,30.64,2026-08-06,Dry Pantry,0.88,Metro Wholesale,4.02,Ambient,67.0,34.81818181818182,0.5196743554952511,0
Fish Fillet,6.47,2026-06-05,Meat,4.63,AgroFresh,4.77,Frozen,5.0,1.3974082073434124,0.2794816414686825,0
Cream,43.6,2026-05-29,Dairy,4.89,Metro Wholesale,2.59,Refrigerated,-2.0,8.916155419222905,-4.4580777096114526,1
Potatoes,30.62,2026-06-08,Produce,3.61,DairyCo,3.12,Refrigerated,8.0,8.481994459833796,1.0602493074792245,1
Butter,39.31,2026-06-06,Dairy,3.91,Prime Meats,1.72,Refrigerated,6.0,10.053708439897699,1.675618073316283,1
Mutton,31.41,2026-06-05,Meat,7.92,Metro Wholesale,4.56,Frozen,5.0,3.965909090909091,0.7931818181818182,0
Onions,39.22,2026-06-03,Produce,6.05,AgroFresh,0.82,Refrigerated,3.0,6.482644628099173,2.1608815426997245,1
Cream,35.48,2026-06-06,Dairy,5.475,Local Mandi,3.63,Refrigerated,6.0,6.480365296803653,1.0800608828006089,1
Butter,29.67,2026-06-04,Dairy,1.02,Metro Wholesale,1.08,Refrigerated,4.0,29.08823529411765,7.272058823529412,1
Carrots,9.55,2026-06-12,Produce,2.02,Prime Meats,1.16,Refrigerated,12.0,4.727722772277228,0.393976897689769,0
Beef,36.52,2026-06-06,Meat,3.5,AgroFresh,1.04,Frozen,6.0,10.434285714285716,1.7390476190476194,1
Cheese,30.42,2026-06-07,Dairy,3.84,DairyCo,1.06,Refrigerated,7.0,7.921875000000001,1.1316964285714286,1
Potatoes,48.28,2026-06-09,Produce,1.7,AgroFresh,4.37,Refrigerated,9.0,28.400000000000002,3.155555555555556,1
Prawns,28.03,2026-06-07,Meat,2.17,AgroFresh,4.21,Frozen,7.0,12.91705069124424,1.8452929558920343,1
Onions,27.03,2026-06-04,Produce,5.88,Metro Wholesale,0.88,Refrigerated,4.0,4.596938775510204,1.149234693877551,1
Milk,37.34,2026-05-31,Dairy,2.83,AgroFresh,3.38,Refrigerated,0.0,13.194346289752652,131.9434628975265,1
Prawns,25.64,2026-05-31,Meat,4.48,Metro Wholesale,4.01,Frozen,0.0,5.723214285714286,57.232142857142854,1
Beef,40.47,2026-06-07,Meat,8.06,AgroFresh,1.74,Frozen,7.0,5.021091811414392,0.717298830202056,0
Onions,33.15,2026-06-02,Produce,0.55,Prime Meats,1.09,Refrigerated,2.0,60.272727272727266,30.136363636363633,1
Flour,8.15,,Dry Pantry,9.61,Prime Meats,4.03,Ambient,220.0,0.8480749219562956,0.003854886008892253,0
Spinach,41.98,2026-05-31,Produce,8.03,DairyCo,0.87,Refrigerated,0.0,5.227895392278954,52.27895392278954,1
Fish Fillet,23.28,2026-06-07,Meat,5.14,AgroFresh,4.34,Frozen,7.0,4.529182879377433,0.6470261256253476,0
Salt,43.82,2026-12-14,Dry Pantry,3.45,Metro Wholesale,3.85,Ambient,197.0,12.701449275362318,0.06447436180386963,0
Sugar,15.44,2026-10-05,Dry Pantry,7.12,DairyCo,0.93,Ambient,127.0,2.1685393258426964,0.017075112801910996,0
Cream,17.26,2026-06-03,Dairy,1.68,Prime Meats,4.45,Refrigerated,3.0,10.273809523809526,3.4246031746031753,1
Chicken Breast,22.4,2026-06-04,Meat,1.51,DairyCo,2.0,Frozen,4.0,14.834437086092715,3.7086092715231787,1
Potatoes,23.37,2026-06-12,Produce,9.92,Metro Wholesale,4.98,Refrigerated,12.0,2.3558467741935485,0.19632056451612903,0
Cheese,8.98,2026-06-03,Dairy,1.06,Prime Meats,4.39,Refrigerated,3.0,8.471698113207546,2.823899371069182,1
Cream,4.11,2026-06-03,Dairy,4.76,DairyCo,2.97,Refrigerated,3.0,0.8634453781512607,0.2878151260504202,0
Pasta,1.39,2026-11-07,Dry Pantry,9.63,Local Mandi,0.45,Ambient,160.0,0.1443406022845275,0.0009021287642782969,0
Potatoes,33.09,2026-06-12,Produce,8.42,Local Mandi,0.16,Refrigerated,12.0,3.929928741092637,0.3274940617577197,0
Lentils,7.87,2027-02-15,Dry Pantry,3.49,DairyCo,0.27,Ambient,260.0,2.255014326647564,0.008673132025567555,0
Bell Peppers,31.3,2026-05-30,Produce,5.01,AgroFresh,3.34,Refrigerated,-1.0,6.24750499001996,-6.24750499001996,1
Prawns,15.47,2026-06-05,Meat,0.87,Metro Wholesale,3.44,Frozen,5.0,17.7816091954023,3.55632183908046,1
Milk,33.74,2026-06-04,Dairy,8.18,DairyCo,1.14,Refrigerated,4.0,4.124694376528118,1.0311735941320295,1
Tomatoes,48.47,2026-06-14,Produce,6.02,DairyCo,0.77,Refrigerated,14.0,8.051495016611296,0.5751067869008069,0
Sugar,37.38,2027-04-07,Dry Pantry,7.78,DairyCo,0.57,Ambient,311.0,4.804627249357327,0.015448962216583045,0
Cheese,35.53,2026-06-05,Dairy,4.83,DairyCo,1.98,Refrigerated,5.0,7.3561076604554865,1.4712215320910973,1
Cheese,48.52,2026-06-05,Dairy,6.73,Local Mandi,4.74,Refrigerated,5.0,7.209509658246657,1.4419019316493313,1
Potatoes,17.99,2026-05-30,Produce,4.72,Local Mandi,0.95,Refrigerated,-1.0,3.8114406779661016,-3.8114406779661016,1
